% Model,verification_2d_nozzle_tapered.mph
% Version,COMSOL 5.4.0.388
% Date,"Oct 8 2021, 14:24"
% Dimension,2
% Nodes,13231
% Expressions,1
% Description,"Current density, phi component"
% Length unit,m
% R,Z,mef.Jphi (A/m^2) @ freq=2E6
0.0011600000000000002,0.00252,0.0014055177197300369-1.3398546351156795E-4i
0.00117,0.00252,0.0014209199717756156-1.320293799433985E-4i
0.0011800000000000003,0.00252,0.0014359243889285969-1.301227241930234E-4i
0.00119,0.00252,0.0014505383536624614-1.2826435980810408E-4i
0.0012000000000000001,0.00252,0.0014647646175456697-1.264528307546845E-4i
0.0012100000000000001,0.00252,0.0014786073510387999-1.2468645264281477E-4i
0.0012200000000000002,0.00252,0.0014920780663949494-1.2296202703715865E-4i
0.0012300000000000002,0.00252,0.001505179217984719-1.2127882889265048E-4i
0.0012400000000000002,0.00252,0.0015179137215827168-1.196358174773045E-4i
0.0012500000000000002,0.00252,0.0015302925257018281-1.1803083233313282E-4i
0.0012600000000000003,0.00252,0.0015423232171262987-1.1646113062717442E-4i
0.00127,0.00252,0.0015540019829356044-1.1492822867684456E-4i
0.00128,0.00252,0.001565338450799686-1.134285862113269E-4i
0.0012900000000000001,0.00252,0.001576338081390857-1.11962404737596E-4i
0.0013000000000000002,0.00252,0.0015870070327275736-1.1052734541291456E-4i
0.0013100000000000002,0.00252,0.0015973465483546908-1.0912306795618356E-4i
0.0013200000000000002,0.00252,0.0016073675783498573-1.0774774264757127E-4i
0.0013300000000000002,0.00252,0.0016170733037282053-1.0640094934866287E-4i
0.0013400000000000003,0.00252,0.0016264657893609606-1.0508151259973187E-4i
0.0013500000000000003,0.00252,0.0016355512658266836-1.0378894686142797E-4i
0.00136,0.00252,0.0016443388936131277-1.025214669248866E-4i
0.0013700000000000001,0.00252,0.001652828672720293-1.0127907279010775E-4i
0.0013800000000000002,0.00252,0.0016610273980192248-1.0006034547673E-4i
0.0013900000000000002,0.00252,0.0016689400346746686-9.886458071087077E-5i
0.0014000000000000002,0.00252,0.0016765665394950743-9.769180896916073E-5i
0.0014100000000000002,0.00252,0.0016839153719100158-9.654056536247886E-5i
0.0014200000000000003,0.00252,0.0016909928280165827-9.540996318902333E-5i
0.0014300000000000003,0.00252,0.0016978025822558184-9.429977524094037E-5i
0.00144,0.00252,0.001704346928673778-9.320936339962152E-5i
0.0014500000000000001,0.00252,0.001710628240510161-9.213829564227767E-5i
0.0014600000000000001,0.00252,0.0017166567175103896-9.108550706695358E-5i
0.0014700000000000002,0.00252,0.001722434765781848-9.00507515515721E-5i
0.0014800000000000002,0.00252,0.0017279638152088625-8.90335667732719E-5i
0.0014900000000000002,0.00252,0.0017332504957986077-8.80334272702947E-5i
0.0015000000000000002,0.00252,0.0017383024191555405-8.70492275252225E-5i
2.0E-4,0.00253,6.085804354968387E-5-7.014474266828567E-5i
2.1E-4,0.00253,-1.1345616550601445E7-8851563.050379675i
2.2E-4,0.00253,-1.2067376746890837E7-8677400.556663623i
2.3E-4,0.00253,-1.272178578753996E7-8574618.837873273i
2.4E-4,0.00253,-1.3321700779110247E7-8533298.570297638i
2.5E-4,0.00253,-1.3882446465439297E7-8543120.152450155i
2.6000000000000003E-4,0.00253,-1.4414599482981088E7-8596711.371002873i
2.7E-4,0.00253,-1.4929118145557977E7-8685130.955361009i
2.8000000000000003E-4,0.00253,-1.5428171803068653E7-8806204.967407444i
2.9E-4,0.00253,-1.5920617114781165E7-8951158.593884088i
3.0000000000000003E-4,0.00253,-1.640676107707658E7-9119167.36953982i
3.1E-4,0.00253,-1.689079545825822E7-9305061.481136667i
3.2E-4,0.00253,-1.7374783185364608E7-9505439.323736494i
3.3E-4,0.00253,-1.7859020905632745E7-9719733.718337456i
3.4E-4,0.00253,-1.834612918346281E7-9943352.067523167i
3.5000000000000005E-4,0.00253,-1.883648808401911E7-1.017533069544928E7i
3.6E-4,0.00253,-1.933045590870013E7-1.0414883021170875E7i
3.7E-4,0.00253,-1.982962185470932E7-1.065894606028178E7i
3.8E-4,0.00253,-2.033413075017164E7-1.0907246697021682E7i
3.9000000000000005E-4,0.00253,-2.0844263755225208E7-1.1159215597850118E7i
4.0E-4,0.00253,-2.1361530309486944E7-1.1413110577629661E7i
4.1E-4,0.00253,-2.1886120777957324E7-1.1668877214613123E7i
4.2E-4,0.00253,-2.2418223246273544E7-1.1926288220045753E7i
4.3000000000000004E-4,0.00253,-2.2959925790289517E7-1.218482877309327E7i
4.4000000000000007E-4,0.00253,-2.351173131844916E7-1.2444647204219805E7i
4.5E-4,0.00253,-2.4073662062484723E7-1.2705699366950886E7i
4.6E-4,0.00253,-2.4648444098576374E7-1.2968789172036314E7i
4.7000000000000004E-4,0.00253,-2.523752902100845E7-1.323482497862817E7i
4.8000000000000007E-4,0.00253,-2.584090172622929E7-1.3503899307830416E7i
4.9E-4,0.00253,-2.6460618324891873E7-1.3777163301601503E7i
5.0E-4,0.00253,-2.710057719074412E7-1.4058427426483832E7i
5.1E-4,0.00253,-2.776080221582258E7-1.4347896932301696E7i
5.200000000000001E-4,0.00253,-2.8441876069809716E7-1.464588699372135E7i
5.300000000000001E-4,0.00253,-2.9149485438721724E7-1.4960294414091539E7i
5.4E-4,0.00253,-2.9884913779779643E7-1.5293870282553563E7i
5.5E-4,0.00253,-3.064808349218997E7-1.5646770006008679E7i
5.600000000000001E-4,0.00253,-3.1442178763173856E7-1.6023874717707535E7i
5.700000000000001E-4,0.00253,-3.2271510164506927E7-1.644030827417055E7i
5.8E-4,0.00253,-3.3135985920963306E7-1.689678726730247E7i
5.9E-4,0.00253,-3.403603517418151E7-1.739298683277883E7i
6.000000000000001E-4,0.00253,-3.497483158480185E7-1.7949042560187045E7i
6.100000000000001E-4,0.00253,-3.5951035409333795E7-1.8581744958607413E7i
6.2E-4,0.00253,-3.696452441200186E7-1.9291218091653995E7i
6.3E-4,0.00253,-3.801713112987968E7-2.0078977687182166E7i
6.4E-4,0.00253,-3.9099367160658844E7-2.0988056204018902E7i
6.500000000000001E-4,0.00253,-4.020379967270578E7-2.2034515672014426E7i
6.6E-4,0.00253,-4.133038806517411E7-2.3218384249555685E7i
6.7E-4,0.00253,-4.2479673921056494E7-2.4549438631682124E7i
6.8E-4,0.00253,-4.360532644770888E7-2.609866612520484E7i
6.900000000000001E-4,0.00253,-4.469489162236878E7-2.7878481146338567E7i
7.0E-4,0.00253,-4.574870143620071E7-2.988872505402687E7i
7.1E-4,0.00253,-4.674329365595221E7-3.216749729767957E7i
7.2E-4,0.00253,-4.755403538753672E7-3.480852419621276E7i
7.300000000000001E-4,0.00253,-4.817512469958985E7-3.7814538037707195E7i
7.4E-4,0.00253,-4.857582262341149E7-4.1206601136587635E7i
7.5E-4,0.00253,-4.8633191540598884E7-4.505785054341543E7i
7.6E-4,0.00253,-4.8319361010699555E7-4.9367548139213294E7i
7.700000000000001E-4,0.00253,-4.7479668858634554E7-5.420434315746024E7i
7.8E-4,0.00253,-4.6030206205143414E7-5.9579363113621175E7i
7.9E-4,0.00253,4.3466197608300563E-4-2.9644747756888643E-4i
8.0E-4,0.00253,4.709202065053804E-4-2.8645500592546034E-4i
8.100000000000001E-4,0.00253,5.065301240563531E-4-2.7728552473728026E-4i
8.2E-4,0.00253,5.413734551789473E-4-2.68731691025247E-4i
8.3E-4,0.00253,5.753817181105399E-4-2.608255112210923E-4i
8.4E-4,0.00253,6.088297756618575E-4-2.5338488561028443E-4i
8.500000000000001E-4,0.00253,6.415719211512251E-4-2.4644079890975053E-4i
8.600000000000001E-4,0.00253,6.735784437475262E-4-2.3990760022076893E-4i
8.7E-4,0.00253,7.048907763682782E-4-2.3375030881004277E-4i
8.8E-4,0.00253,7.355892207360382E-4-2.279252539370919E-4i
8.900000000000001E-4,0.00253,7.656289695283338E-4-2.2240193752589337E-4i
9.000000000000001E-4,0.00253,7.950249090107074E-4-2.1716016239399803E-4i
9.1E-4,0.00253,8.23793401669833E-4-2.1218204805197708E-4i
9.2E-4,0.00253,8.519211700284228E-4-2.0744469703482186E-4i
9.3E-4,0.00253,8.794615917381527E-4-2.0291793475626813E-4i
9.400000000000001E-4,0.00253,9.06416848163528E-4-1.985980851273119E-4i
9.5E-4,0.00253,9.327784208453994E-4-1.9445673943644694E-4i
9.6E-4,0.00253,9.585432024511854E-4-1.904924720065157E-4i
9.7E-4,0.00253,9.837660544519422E-4-1.866859642630799E-4i
9.800000000000002E-4,0.00253,0.0010084291418541546-1.8303542822512394E-4i
9.9E-4,0.00253,0.0010325408732054888-1.795213917394588E-4i
0.001,0.00253,0.0010561061363913943-1.761408668761791E-4i
0.00101,0.00253,0.0010791506765585022-1.7288392075054949E-4i
0.00102,0.00253,0.0011016815227762361-1.6973961543369586E-4i
0.00103,0.00253,0.0011237012274655756-1.6670567387787135E-4i
0.0010400000000000001,0.00253,0.0011452151884680302-1.6377792357888442E-4i
0.0010500000000000002,0.00253,0.0011662322917979178-1.6094544423750853E-4i
0.0010600000000000002,0.00253,0.0011867671628045767-1.5820530902531203E-4i
0.0010700000000000002,0.00253,0.0012068261538802345-1.5555401116090065E-4i
0.00108,0.00253,0.001226414918069416-1.529843424716561E-4i
0.00109,0.00253,0.001245536575141711-1.5049334693803217E-4i
0.0011,0.00253,0.0012642066576533221-1.4807559394686848E-4i
0.00111,0.00253,0.0012824272191247139-1.457316392175786E-4i
0.0011200000000000001,0.00253,0.0013002110785714585-1.4345331278622166E-4i
0.0011300000000000001,0.00253,0.0013175603688014063-1.4123940666747357E-4i
0.0011400000000000002,0.00253,0.0013344763301064147-1.3908953623876946E-4i
0.0011500000000000002,0.00253,0.0013509760869391452-1.3699708103027773E-4i
0.0011600000000000002,0.00253,0.0013670635200085108-1.3496064480333044E-4i
0.00117,0.00253,0.0013827396104174564-1.329796653196547E-4i
0.0011800000000000003,0.00253,0.0013980166333440603-1.310488629802458E-4i
0.00119,0.00253,0.001412898274748426-1.2916773282792697E-4i
0.0012000000000000001,0.00253,0.0014273913332274477-1.2733387083677222E-4i
0.0012100000000000001,0.00253,0.0014414993242992545-1.2554674632163381E-4i
0.0012200000000000002,0.00253,0.001455235307772193-1.2380191131713356E-4i
0.0012300000000000002,0.00253,0.0014685998532601879-1.2209911373043457E-4i
0.0012400000000000002,0.00253,0.001481595172524624-1.2043782553236117E-4i
0.0012500000000000002,0.00253,0.0014942347816621754-1.1881433600050169E-4i
0.0012600000000000003,0.00253,0.0015065208711873216-1.1722797680152941E-4i
0.00127,0.00253,0.0015184535067925176-1.156787200750588E-4i
0.00128,0.00253,0.001530044967138166-1.1416321985138978E-4i
0.0012900000000000001,0.00253,0.0015413002495579388-1.1268117855539601E-4i
0.0013000000000000002,0.00253,0.0015522233489980418-1.1123106418164693E-4i
0.0013100000000000002,0.00253,0.0015628165071539467-1.0981227281664738E-4i
0.0013200000000000002,0.00253,0.0015730907593850937-1.08423065230622E-4i
0.0013300000000000002,0.00253,0.001583048962149486-1.070626951956499E-4i
0.0013400000000000003,0.00253,0.0015926932505385659-1.0573046856150027E-4i
0.0013500000000000003,0.00253,0.0016020332695483735-1.0442479958742917E-4i
0.00136,0.00253,0.0016110722016437215-1.031448218307391E-4i
0.0013700000000000001,0.00253,0.001619809254535939-1.0189075499177423E-4i
0.0013800000000000002,0.00253,0.0016282559189431214-1.0066026881789792E-4i
0.0013900000000000002,0.00253,0.0016364169069972459-9.945321680411543E-5i
0.0014000000000000002,0.00253,0.0016442915245711391-9.826927503530585E-5i
0.0014100000000000002,0.00253,0.0016518893155516136-9.710727190598665E-5i
0.0014200000000000003,0.00253,0.001659214046199639-9.596622389897904E-5i
0.0014300000000000003,0.00253,0.001666270183751801-9.484584296804615E-5i
0.00144,0.00253,0.0016730611704061083-9.374549173990912E-5i
0.0014500000000000001,0.00253,0.0016795892628793468-9.266473833822815E-5i
0.0014600000000000001,0.00253,0.0016858654113903252-9.160226644296491E-5i
0.0014700000000000002,0.00253,0.001691889042455302-9.055809047118733E-5i
0.0014800000000000002,0.00253,0.001697662914838828-8.953181446940622E-5i
0.0014900000000000002,0.00253,0.0017031938966352792-8.852273593966123E-5i
0.0015000000000000002,0.00253,0.001708486612161564-8.753003701932798E-5i
2.0E-4,0.00254,4.930934677024805E-5-6.714442912333167E-5i
2.1E-4,0.00254,-1.0820147146321042E7-7024881.664505504i
2.2E-4,0.00254,-1.1502004262285728E7-6747961.892535643i
2.3E-4,0.00254,-1.2102253319105428E7-6550604.978822545i
2.4E-4,0.00254,-1.2655622676057087E7-6414710.829832444i
2.5E-4,0.00254,-1.3173090240715122E7-6331765.098458907i
2.6000000000000003E-4,0.00254,-1.3663477717827981E7-6294415.720217905i
2.7E-4,0.00254,-1.4136723514041437E7-6294162.838686893i
2.8000000000000003E-4,0.00254,-1.4597179446148477E7-6326367.532387067i
2.9E-4,0.00254,-1.5049989736587213E7-6385547.308162004i
3.0000000000000003E-4,0.00254,-1.5499038144431705E7-6466518.869622979i
3.1E-4,0.00254,-1.5945344425463848E7-6567641.084811853i
3.2E-4,0.00254,-1.6392697257320179E7-6682934.676142965i
3.3E-4,0.00254,-1.6841151295950826E7-6811925.1783143105i
3.4E-4,0.00254,-1.7292536138800163E7-6951068.898734143i
3.5000000000000005E-4,0.00254,-1.774784280795073E7-7097934.197480132i
3.6E-4,0.00254,-1.820714934035492E7-7252231.977879793i
3.7E-4,0.00254,-1.8671822154182147E7-7410869.021742836i
3.8E-4,0.00254,-1.914218695952527E7-7573073.290435627i
3.9000000000000005E-4,0.00254,-1.9618343909611374E7-7738507.591057699i
4.0E-4,0.00254,-2.0101683717745174E7-7905206.66294641i
4.1E-4,0.00254,-2.0592568581463207E7-8072927.487257575i
4.2E-4,0.00254,-2.109111452305828E7-8241487.014841016i
4.3000000000000004E-4,0.00254,-2.159931118615989E7-8410088.081497127i
4.4000000000000007E-4,0.00254,-2.2117812481641367E7-8578795.153463688i
4.5E-4,0.00254,-2.264664266373626E7-8747574.091011545i
4.6E-4,0.00254,-2.3188532642081793E7-8916888.48232268i
4.7000000000000004E-4,0.00254,-2.3745038036907442E7-9087485.377123725i
4.8000000000000007E-4,0.00254,-2.431615642442124E7-9259475.55742437i
4.9E-4,0.00254,-2.49042139433364E7-9433930.5579364i
5.0E-4,0.00254,-2.5513155655857526E7-9614085.103284147i
5.1E-4,0.00254,-2.614298339263093E7-9800111.086349836i
5.200000000000001E-4,0.00254,-2.6794645951831263E7-9992584.139975322i
5.300000000000001E-4,0.00254,-2.7474417970818907E7-1.0198961468562968E7i
5.4E-4,0.00254,-2.8183322759168167E7-1.0421191978739927E7i
5.5E-4,0.00254,-2.8921306161438804E7-1.0659391688135965E7i
5.600000000000001E-4,0.00254,-2.969306700801354E7-1.0920389236462768E7i
5.700000000000001E-4,0.00254,-3.0502774707118627E7-1.1216619347575644E7i
5.8E-4,0.00254,-3.1350325615036484E7-1.1548302570836607E7i
5.9E-4,0.00254,-3.2236756069668986E7-1.1915949777174542E7i
6.000000000000001E-4,0.00254,-3.316625737089296E7-1.234361760309852E7i
6.100000000000001E-4,0.00254,-3.413846570721586E7-1.2841605305405712E7i
6.2E-4,0.00254,-3.515325111958431E7-1.341009716917032E7i
6.3E-4,0.00254,-3.621277677965115E7-1.4055788372371271E7i
6.4E-4,0.00254,-3.730796302846954E7-1.482345342414748E7i
6.500000000000001E-4,0.00254,-3.843571403059065E7-1.5719911127424616E7i
6.6E-4,0.00254,-3.959598218789409E7-1.6745207958651584E7i
6.7E-4,0.00254,-4.0783877498457015E7-1.7925079430552255E7i
6.8E-4,0.00254,-4.195922734726199E7-1.9321233045089163E7i
6.900000000000001E-4,0.00254,-4.312011324017241E7-2.093534223667869E7i
7.0E-4,0.00254,-4.427021877277783E7-2.2767769055490203E7i
7.1E-4,0.00254,-4.534447997990288E7-2.4894912234962687E7i
7.2E-4,0.00254,-4.6281569816798486E7-2.736305357416282E7i
7.300000000000001E-4,0.00254,-4.708364114403864E7-3.0171097696920745E7i
7.4E-4,0.00254,-4.767998871803468E7-3.3372168282677654E7i
7.5E-4,0.00254,-4.802700664995556E7-3.698660971395013E7i
7.6E-4,0.00254,-4.8049571906518646E7-4.1051537478542544E7i
7.700000000000001E-4,0.00254,-4.761028231122726E7-4.563276663290215E7i
7.8E-4,0.00254,-4.672654428803126E7-5.068891263785518E7i
7.9E-4,0.00254,-4.534544441157752E7-5.619779418257804E7i
8.0E-4,0.00254,4.130070915905346E-4-2.9203447231006393E-4i
8.100000000000001E-4,0.00254,4.5009499331525183E-4-2.8225387849378027E-4i
8.2E-4,0.00254,4.8623211928521437E-4-2.732575371907247E-4i
8.3E-4,0.00254,5.214632891939676E-4-2.649254002015869E-4i
8.4E-4,0.00254,5.559283644992137E-4-2.571461900574731E-4i
8.500000000000001E-4,0.00254,5.895951047643022E-4-2.499150539342539E-4i
8.600000000000001E-4,0.00254,6.225274163391921E-4-2.430967480882258E-4i
8.7E-4,0.00254,6.546873135591116E-4-2.3673515210586319E-4i
8.8E-4,0.00254,6.861493573237547E-4-2.3070037698154537E-4i
8.900000000000001E-4,0.00254,7.168767857873082E-4-2.2501412813215015E-4i
9.000000000000001E-4,0.00254,7.469442265528744E-4-2.196285482882407E-4i
9.1E-4,0.00254,7.763516694993566E-4-2.1451701821917032E-4i
9.2E-4,0.00254,8.050689453997533E-4-2.0964946907777154E-4i
9.3E-4,0.00254,8.331507901037811E-4-2.050118678935124E-4i
9.400000000000001E-4,0.00254,8.606282094380509E-4-2.005899242196284E-4i
9.5E-4,0.00254,8.874822164815568E-4-1.9636145184436454E-4i
9.6E-4,0.00254,9.137252273833561E-4-1.9231296506855302E-4i
9.7E-4,0.00254,9.393825509600605E-4-1.8843199006042646E-4i
9.800000000000002E-4,0.00254,9.644661286080224E-4-1.847098528858792E-4i
9.9E-4,0.00254,9.889959739543598E-4-1.8112658872678684E-4i
0.001,0.00254,0.0010129623425525834-1.7768891393442387E-4i
0.00101,0.00254,0.0010363929491784226-1.743712781236294E-4i
0.00102,0.00254,0.0010592827743680926-1.711772280855591E-4i
0.00103,0.00254,0.0010816583157730066-1.6809570707302575E-4i
0.0010400000000000001,0.00254,0.0011035218687578672-1.6512201978906402E-4i
0.0010500000000000002,0.00254,0.0011248785942980844-1.6224597257017E-4i
0.0010600000000000002,0.00254,0.0011457376474029808-1.5946442352583512E-4i
0.0010700000000000002,0.00254,0.0011661162040571666-1.5677348412257162E-4i
0.00108,0.00254,0.0011860178480042817-1.5416743168322246E-4i
0.00109,0.00254,0.0012054523397127483-1.5164007286256045E-4i
0.0011,0.00254,0.001224419540468591-1.4919151179032644E-4i
0.00111,0.00254,0.0012429342387404625-1.46815485070143E-4i
0.0011200000000000001,0.00254,0.0012610080938881706-1.4450717145729532E-4i
0.0011300000000000001,0.00254,0.0012786411419586144-1.4226655200150348E-4i
0.0011400000000000002,0.00254,0.0012958423287944064-1.4008863870090837E-4i
0.0011500000000000002,0.00254,0.0013126192075826604-1.3797008410342933E-4i
0.0011600000000000002,0.00254,0.001328979821374261-1.3590910966577595E-4i
0.00117,0.00254,0.0013449279676696335-1.3390428169315053E-4i
0.0011800000000000003,0.00254,0.0013604750154267069-1.3195123574855086E-4i
0.00119,0.00254,0.0013756252820576434-1.3004822756217032E-4i
0.0012000000000000001,0.00254,0.0013903815878007013-1.2819405697159735E-4i
0.0012100000000000001,0.00254,0.0014047547649738146-1.2638643622950996E-4i
0.0012200000000000002,0.00254,0.0014187529738647951-1.2462201790399064E-4i
0.0012300000000000002,0.00254,0.0014323743734008015-1.2290164944970533E-4i
0.0012400000000000002,0.00254,0.0014456276824528094-1.2122205827838667E-4i
0.0012500000000000002,0.00254,0.0014585225899453904-1.1958145456506451E-4i
0.0012600000000000003,0.00254,0.0014710624835739723-1.1797876845033714E-4i
0.00127,0.00254,0.0014832491125163535-1.1641328929186555E-4i
0.00128,0.00254,0.0014950939478009717-1.1488277897481583E-4i
0.0012900000000000001,0.00254,0.001506602486932864-1.1338575142215705E-4i
0.0013000000000000002,0.00254,0.0015177769514764104-1.119214249869513E-4i
0.0013100000000000002,0.00254,0.001528621861073176-1.1048903417269432E-4i
0.0013200000000000002,0.00254,0.0015391489345547757-1.0908596607026376E-4i
0.0013300000000000002,0.00254,0.0015493560783572963-1.0771263978929182E-4i
0.0013400000000000003,0.00254,0.0015592482164195262-1.0636775258004301E-4i
0.0013500000000000003,0.00254,0.0015688357674202677-1.0504977710934784E-4i
0.00136,0.00254,0.0015781202522608198-1.0375818560444257E-4i
0.0013700000000000001,0.00254,0.0015871029685135287-1.0249252974842629E-4i
0.0013800000000000002,0.00254,0.0015957950445433205-1.0125114157203033E-4i
0.0013900000000000002,0.00254,0.0016042021700066647-1.0003311948832899E-4i
0.0014000000000000002,0.00254,0.001612324377589238-9.883831583965326E-5i
0.0014100000000000002,0.00254,0.0016201667942412103-9.766591110799227E-5i
0.0014200000000000003,0.00254,0.0016277367100578143-9.651476252721099E-5i
0.0014300000000000003,0.00254,0.0016350389528597981-9.538420797365775E-5i
0.00144,0.00254,0.0016420719041895036-9.427449427580278E-5i
0.0014500000000000001,0.00254,0.0016488450003113951-9.318403485810708E-5i
0.0014600000000000001,0.00254,0.001655362761518471-9.211240279878494E-5i
0.0014700000000000002,0.00254,0.0016616258729740723-9.105935096983937E-5i
0.0014800000000000002,0.00254,0.0016676401522628787-9.002418302625621E-5i
0.0014900000000000002,0.00254,0.0016734119889764475-8.900629331067476E-5i
0.0015000000000000002,0.00254,0.0016789454966720835-8.800509521508036E-5i
2.0E-4,0.00255,3.9059860674113874E-5-6.359043199685632E-5i
2.1E-4,0.00255,-1.0207580981451955E7-5420652.815295309i
2.2E-4,0.00255,-1.080843457800897E7-5076695.850951718i
2.3E-4,0.00255,-1.1358083607789714E7-4800947.879062163i
2.4E-4,0.00255,-1.1857211975455055E7-4591044.0928201405i
2.5E-4,0.00255,-1.2322918280901123E7-4434668.97733846i
2.6000000000000003E-4,0.00255,-1.276618556933733E7-4323201.301263456i
2.7E-4,0.00255,-1.3192280302480163E7-4251041.78970723i
2.8000000000000003E-4,0.00255,-1.360869914222759E7-4210213.822205903i
2.9E-4,0.00255,-1.401738181896666E7-4198052.390708513i
3.0000000000000003E-4,0.00255,-1.442363420206686E7-4207529.275942595i
3.1E-4,0.00255,-1.4828240187468234E7-4237017.610674743i
3.2E-4,0.00255,-1.5234087727863578E7-4281555.044511622i
3.3E-4,0.00255,-1.5642173130096696E7-4338730.392768249i
3.4E-4,0.00255,-1.605309891672954E7-4406951.815686456i
3.5000000000000005E-4,0.00255,-1.6468432499681074E7-4482289.962638567i
3.6E-4,0.00255,-1.6888156479044452E7-4564563.639280171i
3.7E-4,0.00255,-1.7313233154548705E7-4651197.952587063i
3.8E-4,0.00255,-1.7744270291297026E7-4740672.392471698i
3.9000000000000005E-4,0.00255,-1.8181304690837603E7-4832815.6867963895i
4.0E-4,0.00255,-1.8625507729729597E7-4925627.791156202i
4.1E-4,0.00255,-1.9077356648075413E7-5018623.81255905i
4.2E-4,0.00255,-1.953688390221932E7-5111683.319498332i
4.3000000000000004E-4,0.00255,-2.000592492697892E7-5203802.58765798i
4.4000000000000007E-4,0.00255,-2.0485286887810428E7-5294927.302745605i
4.5E-4,0.00255,-2.0975001385065973E7-5385029.285452922i
4.6E-4,0.00255,-2.1477762426013388E7-5474269.774809537i
4.7000000000000004E-4,0.00255,-2.199519835811897E7-5563234.527350092i
4.8000000000000007E-4,0.00255,-2.2527324097827606E7-5652028.8996886695i
4.9E-4,0.00255,-2.3076812593941525E7-5741616.487536363i
5.0E-4,0.00255,-2.3647493608570646E7-5834666.383827109i
5.1E-4,0.00255,-2.423937185883963E7-5931338.839315742i
5.200000000000001E-4,0.00255,-2.4853861091710154E7-6032468.341825277i
5.300000000000001E-4,0.00255,-2.5497514530290972E7-6144868.358657812i
5.4E-4,0.00255,-2.617107078392324E7-6269878.560811593i
5.5E-4,0.00255,-2.6874603866396807E7-6407446.771557116i
